"status","ctime","rtime","uptime","memoria","cpu","tacc","tkb"
1,55:41,43:05,11556,1.2%,0.0%,1066513,903666
1,55:42,43:05,11557,1.2%,0.0%,1066516,903669
1,55:44,43:05,11558,1.2%,0.0%,1066519,903672
1,55:45,43:05,11559,1.2%,0.5%,1066522,903675
1,55:46,43:05,11560,1.2%,0.0%,1066525,903678
1,55:47,43:05,11562,1.2%,0.0%,1066528,903682
1,55:48,43:05,11563,1.2%,0.5%,1066531,903685
1,55:49,43:05,11564,1.2%,0.0%,1066534,903688
1,55:50,43:05,11565,1.2%,0.0%,1066537,903691
1,55:51,43:05,11566,1.2%,0.0%,1066540,903694
1,55:52,43:05,11567,1.2%,0.0%,1066544,903698
1,55:53,43:05,11568,1.2%,0.0%,1066547,903701
1,55:54,43:05,11569,1.2%,0.0%,1066550,903704
1,55:55,43:05,11570,1.2%,0.0%,1066553,903707
1,55:56,43:05,11571,1.2%,0.0%,1066556,903710
1,55:58,43:05,11572,1.2%,0.0%,1066559,903713
1,55:59,43:05,11573,1.2%,0.5%,1066562,903716
1,56:00,43:05,11574,1.2%,1.0%,1066565,903719
1,56:01,43:05,11576,1.2%,0.0%,1066568,903722
1,56:02,43:05,11577,1.2%,0.0%,1066571,903725
1,56:03,43:05,11578,1.2%,0.0%,1066574,903728
1,56:04,43:05,11579,1.2%,0.5%,1066577,903731
1,56:05,43:05,11580,1.2%,0.0%,1066580,903734
1,56:06,43:05,11581,1.2%,0.0%,1066583,903738
1,56:07,43:05,11582,1.2%,0.0%,1066586,903741
