status	ctime		rtime		uptime	memoria	cpu	tacc	tkb
1	08:03:07	04:43:05	12002	1.2%	0.0%	1066874	904013	
1	08:03:09	04:43:05	12004	1.2%	0.0%	1066878	904017	
1	08:03:11	04:43:05	12006	1.2%	0.0%	1066881	904020	
1	08:03:14	04:43:05	12008	1.2%	0.0%	1066885	904024	
1	08:03:16	04:43:05	12011	1.2%	0.0%	1066889	904027	
1	08:03:18	04:43:05	12013	1.2%	0.5%	1066892	904030	
1	08:03:20	04:43:05	12015	1.2%	0.5%	1066896	904034	
1	08:03:22	04:43:05	12017	1.2%	0.0%	1066899	904037	
1	08:03:24	04:43:05	12019	1.2%	0.0%	1066903	904041	
1	08:03:26	04:43:05	12021	1.2%	0.0%	1066907	904044	
1	08:03:28	04:43:05	12023	1.2%	0.0%	1066910	904047	
1	08:03:30	04:43:05	12025	1.2%	0.5%	1066913	904051	
1	08:03:32	04:43:05	12027	1.2%	0.0%	1066915	904052	
1	08:03:35	04:43:05	12029	1.2%	0.0%	1066919	904056	
1	08:03:37	04:43:05	12032	1.2%	0.5%	1066922	904059	
1	08:03:39	04:43:05	12034	1.2%	1.0%	1066926	904063	
1	08:03:41	04:43:05	12036	1.2%	0.0%	1066929	904066	
1	08:03:43	04:43:05	12038	1.2%	0.5%	1066933	904070	
1	08:03:46	04:43:05	12040	1.2%	0.0%	1066937	904073	
1	08:03:48	04:43:05	12042	1.2%	0.0%	1066940	904076	
1	08:03:50	04:43:05	12044	1.2%	0.5%	1066944	904080	
1	08:03:52	04:43:05	12046	1.2%	0.0%	1066947	904083	
1	08:03:54	04:43:05	12049	1.2%	0.0%	1066951	904087	
1	08:03:56	04:43:05	12051	1.2%	0.0%	1066955	904090	
1	08:03:58	04:43:05	12053	1.2%	0.0%	1066958	904093	
1	08:04:00	04:43:05	12055	1.2%	0.0%	1066962	904097	
1	08:04:02	04:43:05	12057	1.2%	0.0%	1066965	904100	
1	08:04:04	04:43:05	12059	1.2%	0.0%	1066969	904104	
1	08:04:07	04:43:05	12061	1.2%	0.0%	1066973	904107	
1	08:04:09	04:43:05	12063	1.2%	0.0%	1066976	904110	
1	08:04:11	04:43:05	12066	1.2%	0.5%	1066980	904114	
1	08:04:13	04:43:05	12068	1.2%	0.0%	1066983	904117	
1	08:04:15	04:43:05	12070	1.2%	0.5%	1066987	904121	
1	08:04:17	04:43:05	12072	1.2%	0.0%	1066991	904125	
1	08:04:19	04:43:05	12074	1.2%	0.0%	1066994	904128	
1	08:04:22	04:43:05	12076	1.2%	0.0%	1066998	904131	
1	08:04:24	04:43:05	12078	1.2%	0.4%	1067001	904134	
1	08:04:26	04:43:05	12081	1.2%	0.0%	1067005	904138	
1	08:04:28	04:43:05	12083	1.2%	0.0%	1067009	904142	
1	08:04:30	04:43:05	12085	1.2%	0.0%	1067012	904145	
1	08:04:32	04:43:05	12086	1.2%	0.0%	1067016	904148	
1	08:04:34	04:43:05	12088	1.2%	0.5%	1067019	904151	
1	08:04:36	04:43:05	12090	1.2%	0.0%	1067023	904155	
1	08:04:37	04:43:05	12092	1.2%	0.0%	1067026	904158	
1	08:04:39	04:43:05	12094	1.2%	0.0%	1067030	904162	
1	08:04:41	04:43:05	12096	1.2%	0.5%	1067033	904165	
1	08:04:44	04:43:05	12098	1.2%	0.5%	1067037	904169	
1	08:04:46	04:43:05	12100	1.2%	0.0%	1067041	904172	
1	08:04:48	04:43:05	12102	1.2%	0.0%	1067043	904174	
1	08:04:50	04:43:05	12104	1.2%	0.5%	1067047	904178	
1	08:04:52	04:43:05	12107	1.2%	0.0%	1067050	904181	
1	08:04:54	04:43:05	12109	1.2%	0.5%	1067054	904184	
1	08:04:56	04:43:05	12111	1.2%	0.0%	1067057	904188	
1	08:04:58	04:43:05	12113	1.2%	0.0%	1067061	904191	
0	08:05:01	04:43:05	12116	0	0	1067065	904195	
1	08:05:03	04:43:05	12118	1.2%	0.0%	1067069	904199	
1	08:05:06	04:43:05	12120	1.2%	0.0%	1067073	904202	
1	08:05:08	04:43:05	12122	1.2%	0.0%	1067076	904205	
1	08:05:10	04:43:05	12124	1.2%	0.0%	1067080	904209	
1	08:05:11	04:43:05	12126	1.2%	0.0%	1067083	904212	
1	08:05:12	04:43:05	12127	1.2%	0.0%	1067086	904215	
1	08:05:13	04:43:05	12128	1.2%	0.0%	1067089	904218	
1	08:05:15	04:43:05	12129	1.2%	0.0%	1067092	904221	
1	08:05:16	04:43:05	12130	1.2%	0.0%	1067094	904223	
