"status","ctime","rtime","uptime","memoria","cpu","tacc","tkb"
1,08:13,43:05,8708,0.9%,0.5%,399880,338364
1,08:15,43:05,8709,0.9%,0.0%,399883,338367
1,08:16,43:05,8711,0.9%,0.5%,399887,338371
1,08:18,43:05,8713,0.9%,0.0%,399890,338374
1,08:20,43:05,8715,0.9%,0.0%,399894,338377
1,08:22,43:05,8716,0.9%,0.0%,399897,338380
1,08:23,43:05,8718,0.9%,0.0%,399901,338384
1,08:25,43:05,8720,0.9%,0.5%,399904,338387
1,08:27,43:05,8722,0.9%,0.0%,399908,338391
1,08:29,43:05,8724,0.9%,0.0%,399911,338394
1,08:31,43:05,8725,0.9%,0.5%,399915,338398
1,08:32,43:05,8727,0.9%,0.0%,399918,338401
1,08:34,43:05,8729,0.9%,0.0%,399922,338404
1,08:36,43:05,8731,0.9%,0.4%,399925,338407
1,08:38,43:05,8732,0.9%,0.0%,399928,338410
1,08:39,43:05,8734,0.9%,0.0%,399932,338414
1,08:41,43:05,8736,0.9%,0.0%,399935,338417
1,08:43,43:05,8738,0.9%,0.5%,399939,338421
1,08:45,43:05,8739,0.9%,0.0%,399942,338424
1,08:46,43:05,8741,0.9%,0.0%,399946,338428
1,08:48,43:05,8743,0.9%,0.0%,399949,338431
1,08:50,43:05,8745,0.9%,0.0%,399953,338434
1,08:52,43:05,8746,0.9%,0.0%,399956,338437
1,08:54,43:05,8748,0.9%,0.0%,399960,338441
1,08:55,43:05,8750,0.9%,0.0%,399963,338444
1,08:57,43:05,8752,0.9%,0.5%,399967,338448
1,08:59,43:05,8754,0.9%,0.0%,399970,338451
1,09:01,43:05,8756,0.9%,0.0%,399974,338454
1,09:03,43:05,8757,0.9%,0.0%,399977,338457
1,09:04,43:05,8759,0.9%,0.0%,399981,338461
1,09:06,43:05,8761,0.9%,0.0%,399984,338464
1,09:08,43:05,8763,0.9%,0.0%,399988,338468
1,09:10,43:05,8764,0.9%,0.5%,399991,338471
1,09:11,43:05,8766,0.9%,0.5%,399995,338475
1,09:13,43:05,8768,0.9%,0.0%,399998,338478
1,09:15,43:05,8770,0.9%,0.0%,400002,338481
1,09:17,43:05,8772,0.9%,0.0%,400005,338484
1,09:19,43:05,8773,0.9%,0.5%,400009,338488
1,09:21,43:05,8775,0.9%,0.0%,400013,338492
1,09:22,43:05,8777,0.9%,0.0%,400016,338495
1,09:24,43:05,8779,0.9%,0.0%,400019,338498
1,09:26,43:05,8781,0.9%,0.0%,400023,338501
1,09:28,43:05,8782,0.9%,0.0%,400027,338505
1,09:30,43:05,8784,0.9%,0.0%,400030,338508
1,09:31,43:05,8786,0.9%,0.0%,400034,338512
1,09:33,43:05,8788,0.9%,0.5%,400037,338515
1,09:34,43:05,8789,0.9%,0.0%,400040,338518
1,09:36,43:05,8790,0.9%,0.5%,400042,338520
