 
PING 192.168.42.65 (192.168.42.65) 56(84) bytes of data.
64 bytes from 192.168.42.65: icmp_seq=50 ttl=62 time=0.368 ms
64 bytes from 192.168.42.65: icmp_seq=51 ttl=62 time=0.344 ms
64 bytes from 192.168.42.65: icmp_seq=52 ttl=62 time=0.761 ms
64 bytes from 192.168.42.65: icmp_seq=53 ttl=62 time=0.457 ms
64 bytes from 192.168.42.65: icmp_seq=54 ttl=62 time=0.738 ms
64 bytes from 192.168.42.65: icmp_seq=55 ttl=62 time=0.456 ms
64 bytes from 192.168.42.65: icmp_seq=56 ttl=62 time=0.313 ms
64 bytes from 192.168.42.65: icmp_seq=57 ttl=62 time=0.334 ms
64 bytes from 192.168.42.65: icmp_seq=58 ttl=62 time=0.347 ms
64 bytes from 192.168.42.65: icmp_seq=59 ttl=62 time=0.682 ms
64 bytes from 192.168.42.65: icmp_seq=60 ttl=62 time=0.345 ms
64 bytes from 192.168.42.65: icmp_seq=61 ttl=62 time=0.353 ms
64 bytes from 192.168.42.65: icmp_seq=62 ttl=62 time=0.426 ms
64 bytes from 192.168.42.65: icmp_seq=63 ttl=62 time=0.412 ms
64 bytes from 192.168.42.65: icmp_seq=64 ttl=62 time=0.444 ms
64 bytes from 192.168.42.65: icmp_seq=65 ttl=62 time=0.551 ms
64 bytes from 192.168.42.65: icmp_seq=66 ttl=62 time=0.652 ms
64 bytes from 192.168.42.65: icmp_seq=67 ttl=62 time=0.358 ms
64 bytes from 192.168.42.65: icmp_seq=68 ttl=62 time=0.370 ms
64 bytes from 192.168.42.65: icmp_seq=69 ttl=62 time=0.356 ms
64 bytes from 192.168.42.65: icmp_seq=70 ttl=62 time=0.437 ms
64 bytes from 192.168.42.65: icmp_seq=71 ttl=62 time=0.359 ms
64 bytes from 192.168.42.65: icmp_seq=72 ttl=62 time=0.665 ms
64 bytes from 192.168.42.65: icmp_seq=73 ttl=62 time=0.586 ms
64 bytes from 192.168.42.65: icmp_seq=74 ttl=62 time=0.356 ms
64 bytes from 192.168.42.65: icmp_seq=75 ttl=62 time=0.652 ms
64 bytes from 192.168.42.65: icmp_seq=76 ttl=62 time=0.579 ms
64 bytes from 192.168.42.65: icmp_seq=77 ttl=62 time=0.363 ms
64 bytes from 192.168.42.65: icmp_seq=78 ttl=62 time=0.403 ms
64 bytes from 192.168.42.65: icmp_seq=79 ttl=62 time=0.685 ms
64 bytes from 192.168.42.65: icmp_seq=80 ttl=62 time=0.366 ms
64 bytes from 192.168.42.65: icmp_seq=81 ttl=62 time=0.506 ms
64 bytes from 192.168.42.65: icmp_seq=82 ttl=62 time=0.403 ms
64 bytes from 192.168.42.65: icmp_seq=83 ttl=62 time=0.670 ms
64 bytes from 192.168.42.65: icmp_seq=84 ttl=62 time=0.360 ms
64 bytes from 192.168.42.65: icmp_seq=85 ttl=62 time=0.633 ms
64 bytes from 192.168.42.65: icmp_seq=86 ttl=62 time=0.619 ms
64 bytes from 192.168.42.65: icmp_seq=87 ttl=62 time=0.475 ms
64 bytes from 192.168.42.65: icmp_seq=88 ttl=62 time=0.361 ms
64 bytes from 192.168.42.65: icmp_seq=89 ttl=62 time=0.755 ms
64 bytes from 192.168.42.65: icmp_seq=90 ttl=62 time=0.406 ms
64 bytes from 192.168.42.65: icmp_seq=91 ttl=62 time=0.306 ms
64 bytes from 192.168.42.65: icmp_seq=92 ttl=62 time=0.419 ms
64 bytes from 192.168.42.65: icmp_seq=93 ttl=62 time=0.369 ms
64 bytes from 192.168.42.65: icmp_seq=94 ttl=62 time=0.622 ms
64 bytes from 192.168.42.65: icmp_seq=95 ttl=62 time=0.599 ms
64 bytes from 192.168.42.65: icmp_seq=96 ttl=62 time=0.357 ms
64 bytes from 192.168.42.65: icmp_seq=97 ttl=62 time=0.438 ms
64 bytes from 192.168.42.65: icmp_seq=98 ttl=62 time=0.674 ms
64 bytes from 192.168.42.65: icmp_seq=99 ttl=62 time=0.425 ms
64 bytes from 192.168.42.65: icmp_seq=100 ttl=62 time=0.701 ms
64 bytes from 192.168.42.65: icmp_seq=101 ttl=62 time=0.319 ms
64 bytes from 192.168.42.65: icmp_seq=102 ttl=62 time=0.637 ms
64 bytes from 192.168.42.65: icmp_seq=103 ttl=62 time=0.747 ms
64 bytes from 192.168.42.65: icmp_seq=104 ttl=62 time=0.673 ms
64 bytes from 192.168.42.65: icmp_seq=105 ttl=62 time=0.413 ms
64 bytes from 192.168.42.65: icmp_seq=106 ttl=62 time=0.453 ms
64 bytes from 192.168.42.65: icmp_seq=107 ttl=62 time=0.719 ms
64 bytes from 192.168.42.65: icmp_seq=108 ttl=62 time=0.985 ms
64 bytes from 192.168.42.65: icmp_seq=109 ttl=62 time=0.580 ms
64 bytes from 192.168.42.65: icmp_seq=110 ttl=62 time=1.24 ms
64 bytes from 192.168.42.65: icmp_seq=111 ttl=62 time=0.323 ms
64 bytes from 192.168.42.65: icmp_seq=112 ttl=62 time=4.26 ms
64 bytes from 192.168.42.65: icmp_seq=113 ttl=62 time=0.610 ms
64 bytes from 192.168.42.65: icmp_seq=114 ttl=62 time=0.362 ms
64 bytes from 192.168.42.65: icmp_seq=115 ttl=62 time=0.628 ms
64 bytes from 192.168.42.65: icmp_seq=116 ttl=62 time=0.382 ms
64 bytes from 192.168.42.65: icmp_seq=117 ttl=62 time=0.362 ms
64 bytes from 192.168.42.65: icmp_seq=118 ttl=62 time=0.364 ms
64 bytes from 192.168.42.65: icmp_seq=119 ttl=62 time=0.688 ms
64 bytes from 192.168.42.65: icmp_seq=120 ttl=62 time=0.583 ms
64 bytes from 192.168.42.65: icmp_seq=121 ttl=62 time=0.683 ms
64 bytes from 192.168.42.65: icmp_seq=122 ttl=62 time=0.487 ms
64 bytes from 192.168.42.65: icmp_seq=123 ttl=62 time=0.423 ms
64 bytes from 192.168.42.65: icmp_seq=124 ttl=62 time=0.655 ms
64 bytes from 192.168.42.65: icmp_seq=125 ttl=62 time=0.723 ms
64 bytes from 192.168.42.65: icmp_seq=126 ttl=62 time=0.561 ms
64 bytes from 192.168.42.65: icmp_seq=127 ttl=62 time=0.473 ms
64 bytes from 192.168.42.65: icmp_seq=128 ttl=62 time=0.606 ms
64 bytes from 192.168.42.65: icmp_seq=129 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=130 ttl=62 time=0.419 ms
64 bytes from 192.168.42.65: icmp_seq=131 ttl=62 time=0.304 ms
64 bytes from 192.168.42.65: icmp_seq=132 ttl=62 time=0.377 ms
64 bytes from 192.168.42.65: icmp_seq=133 ttl=62 time=0.323 ms
64 bytes from 192.168.42.65: icmp_seq=134 ttl=62 time=0.359 ms
64 bytes from 192.168.42.65: icmp_seq=135 ttl=62 time=0.429 ms
64 bytes from 192.168.42.65: icmp_seq=136 ttl=62 time=0.381 ms
64 bytes from 192.168.42.65: icmp_seq=137 ttl=62 time=0.756 ms
64 bytes from 192.168.42.65: icmp_seq=138 ttl=62 time=1.05 ms
64 bytes from 192.168.42.65: icmp_seq=139 ttl=62 time=0.760 ms
64 bytes from 192.168.42.65: icmp_seq=140 ttl=62 time=0.504 ms
64 bytes from 192.168.42.65: icmp_seq=141 ttl=62 time=0.496 ms
64 bytes from 192.168.42.65: icmp_seq=142 ttl=62 time=0.763 ms
64 bytes from 192.168.42.65: icmp_seq=143 ttl=62 time=0.584 ms
64 bytes from 192.168.42.65: icmp_seq=144 ttl=62 time=0.663 ms
64 bytes from 192.168.42.65: icmp_seq=145 ttl=62 time=0.436 ms
64 bytes from 192.168.42.65: icmp_seq=146 ttl=62 time=0.373 ms
64 bytes from 192.168.42.65: icmp_seq=147 ttl=62 time=0.437 ms
64 bytes from 192.168.42.65: icmp_seq=148 ttl=62 time=0.668 ms
64 bytes from 192.168.42.65: icmp_seq=149 ttl=62 time=0.682 ms
64 bytes from 192.168.42.65: icmp_seq=150 ttl=62 time=0.418 ms
64 bytes from 192.168.42.65: icmp_seq=151 ttl=62 time=0.448 ms
64 bytes from 192.168.42.65: icmp_seq=152 ttl=62 time=0.515 ms
64 bytes from 192.168.42.65: icmp_seq=153 ttl=62 time=0.546 ms
64 bytes from 192.168.42.65: icmp_seq=154 ttl=62 time=0.416 ms
64 bytes from 192.168.42.65: icmp_seq=155 ttl=62 time=0.398 ms
64 bytes from 192.168.42.65: icmp_seq=156 ttl=62 time=0.432 ms
64 bytes from 192.168.42.65: icmp_seq=157 ttl=62 time=0.547 ms
64 bytes from 192.168.42.65: icmp_seq=158 ttl=62 time=0.488 ms
64 bytes from 192.168.42.65: icmp_seq=159 ttl=62 time=0.496 ms
64 bytes from 192.168.42.65: icmp_seq=160 ttl=62 time=0.657 ms
64 bytes from 192.168.42.65: icmp_seq=161 ttl=62 time=0.487 ms
64 bytes from 192.168.42.65: icmp_seq=162 ttl=62 time=0.503 ms
64 bytes from 192.168.42.65: icmp_seq=163 ttl=62 time=0.556 ms
64 bytes from 192.168.42.65: icmp_seq=164 ttl=62 time=0.575 ms
64 bytes from 192.168.42.65: icmp_seq=165 ttl=62 time=0.507 ms
64 bytes from 192.168.42.65: icmp_seq=166 ttl=62 time=0.385 ms
64 bytes from 192.168.42.65: icmp_seq=167 ttl=62 time=0.475 ms
64 bytes from 192.168.42.65: icmp_seq=168 ttl=62 time=0.523 ms
64 bytes from 192.168.42.65: icmp_seq=169 ttl=62 time=0.676 ms
64 bytes from 192.168.42.65: icmp_seq=170 ttl=62 time=0.537 ms
64 bytes from 192.168.42.65: icmp_seq=171 ttl=62 time=0.688 ms
64 bytes from 192.168.42.65: icmp_seq=172 ttl=62 time=0.438 ms
64 bytes from 192.168.42.65: icmp_seq=173 ttl=62 time=0.300 ms
64 bytes from 192.168.42.65: icmp_seq=174 ttl=62 time=0.712 ms
64 bytes from 192.168.42.65: icmp_seq=175 ttl=62 time=0.412 ms
64 bytes from 192.168.42.65: icmp_seq=176 ttl=62 time=0.367 ms
64 bytes from 192.168.42.65: icmp_seq=177 ttl=62 time=0.355 ms
64 bytes from 192.168.42.65: icmp_seq=178 ttl=62 time=0.307 ms
64 bytes from 192.168.42.65: icmp_seq=179 ttl=62 time=0.594 ms
64 bytes from 192.168.42.65: icmp_seq=180 ttl=62 time=0.512 ms
64 bytes from 192.168.42.65: icmp_seq=181 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=182 ttl=62 time=0.701 ms
64 bytes from 192.168.42.65: icmp_seq=183 ttl=62 time=0.651 ms
64 bytes from 192.168.42.65: icmp_seq=184 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=185 ttl=62 time=0.820 ms
64 bytes from 192.168.42.65: icmp_seq=186 ttl=62 time=0.579 ms
64 bytes from 192.168.42.65: icmp_seq=187 ttl=62 time=0.479 ms
64 bytes from 192.168.42.65: icmp_seq=188 ttl=62 time=0.516 ms
64 bytes from 192.168.42.65: icmp_seq=189 ttl=62 time=0.410 ms
64 bytes from 192.168.42.65: icmp_seq=190 ttl=62 time=0.289 ms
64 bytes from 192.168.42.65: icmp_seq=191 ttl=62 time=1.22 ms
64 bytes from 192.168.42.65: icmp_seq=192 ttl=62 time=0.411 ms
64 bytes from 192.168.42.65: icmp_seq=193 ttl=62 time=0.712 ms
64 bytes from 192.168.42.65: icmp_seq=194 ttl=62 time=0.622 ms
64 bytes from 192.168.42.65: icmp_seq=195 ttl=62 time=0.599 ms
64 bytes from 192.168.42.65: icmp_seq=196 ttl=62 time=0.345 ms
64 bytes from 192.168.42.65: icmp_seq=197 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=198 ttl=62 time=0.440 ms
64 bytes from 192.168.42.65: icmp_seq=199 ttl=62 time=0.687 ms
64 bytes from 192.168.42.65: icmp_seq=200 ttl=62 time=0.487 ms
64 bytes from 192.168.42.65: icmp_seq=201 ttl=62 time=0.459 ms
64 bytes from 192.168.42.65: icmp_seq=202 ttl=62 time=0.447 ms
64 bytes from 192.168.42.65: icmp_seq=203 ttl=62 time=0.591 ms
64 bytes from 192.168.42.65: icmp_seq=204 ttl=62 time=0.652 ms
64 bytes from 192.168.42.65: icmp_seq=205 ttl=62 time=0.371 ms
64 bytes from 192.168.42.65: icmp_seq=206 ttl=62 time=0.419 ms
64 bytes from 192.168.42.65: icmp_seq=207 ttl=62 time=0.487 ms
64 bytes from 192.168.42.65: icmp_seq=208 ttl=62 time=0.701 ms
64 bytes from 192.168.42.65: icmp_seq=209 ttl=62 time=0.426 ms
64 bytes from 192.168.42.65: icmp_seq=210 ttl=62 time=0.342 ms
64 bytes from 192.168.42.65: icmp_seq=211 ttl=62 time=0.785 ms
64 bytes from 192.168.42.65: icmp_seq=212 ttl=62 time=0.417 ms
64 bytes from 192.168.42.65: icmp_seq=213 ttl=62 time=0.388 ms
64 bytes from 192.168.42.65: icmp_seq=214 ttl=62 time=0.640 ms
64 bytes from 192.168.42.65: icmp_seq=215 ttl=62 time=0.757 ms
64 bytes from 192.168.42.65: icmp_seq=216 ttl=62 time=0.367 ms
64 bytes from 192.168.42.65: icmp_seq=217 ttl=62 time=0.375 ms
64 bytes from 192.168.42.65: icmp_seq=218 ttl=62 time=0.654 ms
64 bytes from 192.168.42.65: icmp_seq=219 ttl=62 time=0.472 ms
64 bytes from 192.168.42.65: icmp_seq=220 ttl=62 time=0.664 ms
64 bytes from 192.168.42.65: icmp_seq=221 ttl=62 time=0.379 ms
64 bytes from 192.168.42.65: icmp_seq=222 ttl=62 time=0.365 ms
64 bytes from 192.168.42.65: icmp_seq=223 ttl=62 time=0.318 ms
64 bytes from 192.168.42.65: icmp_seq=224 ttl=62 time=0.593 ms
64 bytes from 192.168.42.65: icmp_seq=225 ttl=62 time=0.470 ms
64 bytes from 192.168.42.65: icmp_seq=226 ttl=62 time=0.353 ms
64 bytes from 192.168.42.65: icmp_seq=227 ttl=62 time=0.439 ms
64 bytes from 192.168.42.65: icmp_seq=228 ttl=62 time=0.399 ms
64 bytes from 192.168.42.65: icmp_seq=229 ttl=62 time=0.531 ms
64 bytes from 192.168.42.65: icmp_seq=230 ttl=62 time=0.563 ms
64 bytes from 192.168.42.65: icmp_seq=231 ttl=62 time=0.649 ms
64 bytes from 192.168.42.65: icmp_seq=232 ttl=62 time=0.352 ms
64 bytes from 192.168.42.65: icmp_seq=233 ttl=62 time=4.27 ms
64 bytes from 192.168.42.65: icmp_seq=234 ttl=62 time=0.699 ms
64 bytes from 192.168.42.65: icmp_seq=235 ttl=62 time=0.525 ms
64 bytes from 192.168.42.65: icmp_seq=236 ttl=62 time=0.587 ms
64 bytes from 192.168.42.65: icmp_seq=237 ttl=62 time=0.484 ms
64 bytes from 192.168.42.65: icmp_seq=238 ttl=62 time=0.441 ms
64 bytes from 192.168.42.65: icmp_seq=239 ttl=62 time=0.358 ms
64 bytes from 192.168.42.65: icmp_seq=240 ttl=62 time=0.365 ms
64 bytes from 192.168.42.65: icmp_seq=241 ttl=62 time=0.658 ms
64 bytes from 192.168.42.65: icmp_seq=242 ttl=62 time=0.529 ms
64 bytes from 192.168.42.65: icmp_seq=243 ttl=62 time=0.348 ms
64 bytes from 192.168.42.65: icmp_seq=244 ttl=62 time=1.21 ms
64 bytes from 192.168.42.65: icmp_seq=245 ttl=62 time=0.477 ms
64 bytes from 192.168.42.65: icmp_seq=246 ttl=62 time=0.505 ms
64 bytes from 192.168.42.65: icmp_seq=247 ttl=62 time=0.453 ms
64 bytes from 192.168.42.65: icmp_seq=248 ttl=62 time=0.699 ms
64 bytes from 192.168.42.65: icmp_seq=249 ttl=62 time=0.576 ms
64 bytes from 192.168.42.65: icmp_seq=250 ttl=62 time=0.743 ms
64 bytes from 192.168.42.65: icmp_seq=251 ttl=62 time=0.416 ms
64 bytes from 192.168.42.65: icmp_seq=252 ttl=62 time=0.885 ms
64 bytes from 192.168.42.65: icmp_seq=253 ttl=62 time=0.339 ms
64 bytes from 192.168.42.65: icmp_seq=254 ttl=62 time=0.779 ms
64 bytes from 192.168.42.65: icmp_seq=255 ttl=62 time=0.491 ms
64 bytes from 192.168.42.65: icmp_seq=256 ttl=62 time=0.355 ms
64 bytes from 192.168.42.65: icmp_seq=257 ttl=62 time=0.533 ms
64 bytes from 192.168.42.65: icmp_seq=258 ttl=62 time=0.700 ms
64 bytes from 192.168.42.65: icmp_seq=259 ttl=62 time=0.671 ms
64 bytes from 192.168.42.65: icmp_seq=260 ttl=62 time=0.549 ms
64 bytes from 192.168.42.65: icmp_seq=261 ttl=62 time=0.451 ms
64 bytes from 192.168.42.65: icmp_seq=262 ttl=62 time=0.717 ms
64 bytes from 192.168.42.65: icmp_seq=263 ttl=62 time=0.758 ms
64 bytes from 192.168.42.65: icmp_seq=264 ttl=62 time=0.692 ms
64 bytes from 192.168.42.65: icmp_seq=265 ttl=62 time=0.501 ms
64 bytes from 192.168.42.65: icmp_seq=266 ttl=62 time=0.650 ms
64 bytes from 192.168.42.65: icmp_seq=267 ttl=62 time=0.563 ms
64 bytes from 192.168.42.65: icmp_seq=268 ttl=62 time=0.434 ms
64 bytes from 192.168.42.65: icmp_seq=269 ttl=62 time=0.501 ms
64 bytes from 192.168.42.65: icmp_seq=270 ttl=62 time=0.350 ms
64 bytes from 192.168.42.65: icmp_seq=271 ttl=62 time=0.347 ms
64 bytes from 192.168.42.65: icmp_seq=272 ttl=62 time=0.364 ms
64 bytes from 192.168.42.65: icmp_seq=273 ttl=62 time=0.423 ms
64 bytes from 192.168.42.65: icmp_seq=274 ttl=62 time=0.603 ms
64 bytes from 192.168.42.65: icmp_seq=275 ttl=62 time=0.353 ms
64 bytes from 192.168.42.65: icmp_seq=276 ttl=62 time=0.394 ms
64 bytes from 192.168.42.65: icmp_seq=277 ttl=62 time=0.539 ms
64 bytes from 192.168.42.65: icmp_seq=278 ttl=62 time=0.341 ms
64 bytes from 192.168.42.65: icmp_seq=279 ttl=62 time=0.654 ms
64 bytes from 192.168.42.65: icmp_seq=280 ttl=62 time=0.808 ms
64 bytes from 192.168.42.65: icmp_seq=281 ttl=62 time=0.339 ms
64 bytes from 192.168.42.65: icmp_seq=282 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=283 ttl=62 time=0.635 ms
64 bytes from 192.168.42.65: icmp_seq=284 ttl=62 time=0.356 ms
64 bytes from 192.168.42.65: icmp_seq=285 ttl=62 time=0.480 ms
64 bytes from 192.168.42.65: icmp_seq=286 ttl=62 time=0.614 ms
64 bytes from 192.168.42.65: icmp_seq=287 ttl=62 time=0.378 ms
64 bytes from 192.168.42.65: icmp_seq=288 ttl=62 time=0.450 ms
64 bytes from 192.168.42.65: icmp_seq=289 ttl=62 time=0.429 ms
64 bytes from 192.168.42.65: icmp_seq=290 ttl=62 time=0.399 ms
64 bytes from 192.168.42.65: icmp_seq=291 ttl=62 time=0.604 ms
64 bytes from 192.168.42.65: icmp_seq=292 ttl=62 time=0.325 ms
64 bytes from 192.168.42.65: icmp_seq=293 ttl=62 time=0.591 ms
64 bytes from 192.168.42.65: icmp_seq=294 ttl=62 time=0.378 ms
64 bytes from 192.168.42.65: icmp_seq=295 ttl=62 time=0.489 ms
64 bytes from 192.168.42.65: icmp_seq=296 ttl=62 time=0.352 ms
