 
PING 192.168.42.65 (192.168.42.65) 56(84) bytes of data.
64 bytes from 192.168.42.65: icmp_seq=45 ttl=62 time=0.497 ms
64 bytes from 192.168.42.65: icmp_seq=46 ttl=62 time=0.440 ms
64 bytes from 192.168.42.65: icmp_seq=47 ttl=62 time=0.677 ms
64 bytes from 192.168.42.65: icmp_seq=48 ttl=62 time=0.612 ms
64 bytes from 192.168.42.65: icmp_seq=49 ttl=62 time=0.292 ms
64 bytes from 192.168.42.65: icmp_seq=50 ttl=62 time=0.579 ms
64 bytes from 192.168.42.65: icmp_seq=51 ttl=62 time=0.290 ms
64 bytes from 192.168.42.65: icmp_seq=52 ttl=62 time=0.707 ms
64 bytes from 192.168.42.65: icmp_seq=53 ttl=62 time=0.326 ms
64 bytes from 192.168.42.65: icmp_seq=54 ttl=62 time=0.317 ms
64 bytes from 192.168.42.65: icmp_seq=55 ttl=62 time=0.606 ms
64 bytes from 192.168.42.65: icmp_seq=56 ttl=62 time=0.530 ms
64 bytes from 192.168.42.65: icmp_seq=57 ttl=62 time=0.624 ms
64 bytes from 192.168.42.65: icmp_seq=58 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=59 ttl=62 time=0.694 ms
64 bytes from 192.168.42.65: icmp_seq=60 ttl=62 time=0.514 ms
64 bytes from 192.168.42.65: icmp_seq=61 ttl=62 time=0.296 ms
64 bytes from 192.168.42.65: icmp_seq=62 ttl=62 time=0.672 ms
64 bytes from 192.168.42.65: icmp_seq=63 ttl=62 time=0.232 ms
64 bytes from 192.168.42.65: icmp_seq=64 ttl=62 time=0.410 ms
64 bytes from 192.168.42.65: icmp_seq=65 ttl=62 time=0.400 ms
64 bytes from 192.168.42.65: icmp_seq=66 ttl=62 time=0.997 ms
64 bytes from 192.168.42.65: icmp_seq=67 ttl=62 time=0.595 ms
64 bytes from 192.168.42.65: icmp_seq=68 ttl=62 time=0.725 ms
64 bytes from 192.168.42.65: icmp_seq=69 ttl=62 time=0.418 ms
64 bytes from 192.168.42.65: icmp_seq=70 ttl=62 time=0.245 ms
64 bytes from 192.168.42.65: icmp_seq=71 ttl=62 time=0.585 ms
64 bytes from 192.168.42.65: icmp_seq=72 ttl=62 time=0.507 ms
64 bytes from 192.168.42.65: icmp_seq=73 ttl=62 time=0.554 ms
64 bytes from 192.168.42.65: icmp_seq=74 ttl=62 time=0.623 ms
64 bytes from 192.168.42.65: icmp_seq=75 ttl=62 time=0.343 ms
64 bytes from 192.168.42.65: icmp_seq=76 ttl=62 time=0.408 ms
64 bytes from 192.168.42.65: icmp_seq=77 ttl=62 time=0.580 ms
64 bytes from 192.168.42.65: icmp_seq=78 ttl=62 time=0.588 ms
64 bytes from 192.168.42.65: icmp_seq=79 ttl=62 time=0.437 ms
64 bytes from 192.168.42.65: icmp_seq=80 ttl=62 time=0.295 ms
64 bytes from 192.168.42.65: icmp_seq=81 ttl=62 time=0.296 ms
64 bytes from 192.168.42.65: icmp_seq=82 ttl=62 time=0.265 ms
64 bytes from 192.168.42.65: icmp_seq=83 ttl=62 time=0.625 ms
64 bytes from 192.168.42.65: icmp_seq=84 ttl=62 time=0.696 ms
64 bytes from 192.168.42.65: icmp_seq=85 ttl=62 time=0.572 ms
64 bytes from 192.168.42.65: icmp_seq=86 ttl=62 time=0.600 ms
64 bytes from 192.168.42.65: icmp_seq=87 ttl=62 time=0.409 ms
64 bytes from 192.168.42.65: icmp_seq=88 ttl=62 time=0.646 ms
64 bytes from 192.168.42.65: icmp_seq=89 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=90 ttl=62 time=0.303 ms
64 bytes from 192.168.42.65: icmp_seq=91 ttl=62 time=0.404 ms
64 bytes from 192.168.42.65: icmp_seq=92 ttl=62 time=0.536 ms
64 bytes from 192.168.42.65: icmp_seq=93 ttl=62 time=0.293 ms
64 bytes from 192.168.42.65: icmp_seq=94 ttl=62 time=0.634 ms
64 bytes from 192.168.42.65: icmp_seq=95 ttl=62 time=0.517 ms
64 bytes from 192.168.42.65: icmp_seq=96 ttl=62 time=0.265 ms
64 bytes from 192.168.42.65: icmp_seq=97 ttl=62 time=0.576 ms
64 bytes from 192.168.42.65: icmp_seq=98 ttl=62 time=0.309 ms
64 bytes from 192.168.42.65: icmp_seq=99 ttl=62 time=0.257 ms
64 bytes from 192.168.42.65: icmp_seq=100 ttl=62 time=0.493 ms
64 bytes from 192.168.42.65: icmp_seq=101 ttl=62 time=0.375 ms
64 bytes from 192.168.42.65: icmp_seq=102 ttl=62 time=0.342 ms
64 bytes from 192.168.42.65: icmp_seq=103 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=104 ttl=62 time=0.399 ms
64 bytes from 192.168.42.65: icmp_seq=105 ttl=62 time=0.453 ms
64 bytes from 192.168.42.65: icmp_seq=106 ttl=62 time=0.462 ms
64 bytes from 192.168.42.65: icmp_seq=107 ttl=62 time=0.535 ms
64 bytes from 192.168.42.65: icmp_seq=108 ttl=62 time=0.261 ms
64 bytes from 192.168.42.65: icmp_seq=109 ttl=62 time=0.513 ms
64 bytes from 192.168.42.65: icmp_seq=110 ttl=62 time=0.339 ms
64 bytes from 192.168.42.65: icmp_seq=111 ttl=62 time=0.546 ms
64 bytes from 192.168.42.65: icmp_seq=112 ttl=62 time=0.701 ms
64 bytes from 192.168.42.65: icmp_seq=113 ttl=62 time=0.771 ms
64 bytes from 192.168.42.65: icmp_seq=114 ttl=62 time=0.818 ms
64 bytes from 192.168.42.65: icmp_seq=115 ttl=62 time=0.584 ms
64 bytes from 192.168.42.65: icmp_seq=116 ttl=62 time=0.406 ms
64 bytes from 192.168.42.65: icmp_seq=117 ttl=62 time=0.423 ms
64 bytes from 192.168.42.65: icmp_seq=118 ttl=62 time=0.603 ms
64 bytes from 192.168.42.65: icmp_seq=119 ttl=62 time=0.625 ms
64 bytes from 192.168.42.65: icmp_seq=120 ttl=62 time=0.652 ms
64 bytes from 192.168.42.65: icmp_seq=121 ttl=62 time=0.689 ms
64 bytes from 192.168.42.65: icmp_seq=122 ttl=62 time=0.774 ms
64 bytes from 192.168.42.65: icmp_seq=123 ttl=62 time=0.691 ms
64 bytes from 192.168.42.65: icmp_seq=124 ttl=62 time=0.298 ms
64 bytes from 192.168.42.65: icmp_seq=125 ttl=62 time=0.642 ms
64 bytes from 192.168.42.65: icmp_seq=126 ttl=62 time=0.662 ms
64 bytes from 192.168.42.65: icmp_seq=127 ttl=62 time=0.517 ms
64 bytes from 192.168.42.65: icmp_seq=128 ttl=62 time=0.735 ms
64 bytes from 192.168.42.65: icmp_seq=129 ttl=62 time=0.416 ms
64 bytes from 192.168.42.65: icmp_seq=130 ttl=62 time=0.602 ms
64 bytes from 192.168.42.65: icmp_seq=131 ttl=62 time=0.302 ms
64 bytes from 192.168.42.65: icmp_seq=132 ttl=62 time=0.391 ms
64 bytes from 192.168.42.65: icmp_seq=133 ttl=62 time=0.384 ms
64 bytes from 192.168.42.65: icmp_seq=134 ttl=62 time=0.410 ms
64 bytes from 192.168.42.65: icmp_seq=135 ttl=62 time=0.596 ms
64 bytes from 192.168.42.65: icmp_seq=136 ttl=62 time=0.301 ms
64 bytes from 192.168.42.65: icmp_seq=137 ttl=62 time=0.571 ms
64 bytes from 192.168.42.65: icmp_seq=138 ttl=62 time=0.408 ms
64 bytes from 192.168.42.65: icmp_seq=139 ttl=62 time=0.612 ms
64 bytes from 192.168.42.65: icmp_seq=140 ttl=62 time=4.53 ms
64 bytes from 192.168.42.65: icmp_seq=141 ttl=62 time=0.660 ms
64 bytes from 192.168.42.65: icmp_seq=142 ttl=62 time=0.569 ms
64 bytes from 192.168.42.65: icmp_seq=143 ttl=62 time=0.641 ms
64 bytes from 192.168.42.65: icmp_seq=144 ttl=62 time=0.741 ms
64 bytes from 192.168.42.65: icmp_seq=145 ttl=62 time=0.589 ms
64 bytes from 192.168.42.65: icmp_seq=146 ttl=62 time=0.347 ms
64 bytes from 192.168.42.65: icmp_seq=147 ttl=62 time=0.288 ms
64 bytes from 192.168.42.65: icmp_seq=148 ttl=62 time=0.972 ms
64 bytes from 192.168.42.65: icmp_seq=149 ttl=62 time=0.479 ms
64 bytes from 192.168.42.65: icmp_seq=150 ttl=62 time=0.461 ms
64 bytes from 192.168.42.65: icmp_seq=151 ttl=62 time=0.617 ms
64 bytes from 192.168.42.65: icmp_seq=152 ttl=62 time=0.655 ms
64 bytes from 192.168.42.65: icmp_seq=153 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=154 ttl=62 time=0.738 ms
64 bytes from 192.168.42.65: icmp_seq=155 ttl=62 time=0.685 ms
64 bytes from 192.168.42.65: icmp_seq=156 ttl=62 time=0.687 ms
64 bytes from 192.168.42.65: icmp_seq=157 ttl=62 time=0.310 ms
64 bytes from 192.168.42.65: icmp_seq=158 ttl=62 time=0.604 ms
64 bytes from 192.168.42.65: icmp_seq=159 ttl=62 time=0.332 ms
64 bytes from 192.168.42.65: icmp_seq=160 ttl=62 time=0.261 ms
64 bytes from 192.168.42.65: icmp_seq=161 ttl=62 time=0.378 ms
64 bytes from 192.168.42.65: icmp_seq=162 ttl=62 time=0.295 ms
64 bytes from 192.168.42.65: icmp_seq=163 ttl=62 time=0.316 ms
64 bytes from 192.168.42.65: icmp_seq=164 ttl=62 time=0.390 ms
64 bytes from 192.168.42.65: icmp_seq=165 ttl=62 time=0.285 ms
64 bytes from 192.168.42.65: icmp_seq=166 ttl=62 time=0.342 ms
64 bytes from 192.168.42.65: icmp_seq=167 ttl=62 time=0.295 ms
64 bytes from 192.168.42.65: icmp_seq=168 ttl=62 time=0.741 ms
64 bytes from 192.168.42.65: icmp_seq=169 ttl=62 time=0.612 ms
64 bytes from 192.168.42.65: icmp_seq=170 ttl=62 time=0.687 ms
64 bytes from 192.168.42.65: icmp_seq=171 ttl=62 time=0.570 ms
64 bytes from 192.168.42.65: icmp_seq=172 ttl=62 time=0.699 ms
64 bytes from 192.168.42.65: icmp_seq=173 ttl=62 time=0.396 ms
64 bytes from 192.168.42.65: icmp_seq=174 ttl=62 time=0.430 ms
64 bytes from 192.168.42.65: icmp_seq=175 ttl=62 time=0.434 ms
64 bytes from 192.168.42.65: icmp_seq=176 ttl=62 time=0.556 ms
64 bytes from 192.168.42.65: icmp_seq=177 ttl=62 time=0.673 ms
64 bytes from 192.168.42.65: icmp_seq=178 ttl=62 time=0.622 ms
64 bytes from 192.168.42.65: icmp_seq=179 ttl=62 time=0.645 ms
64 bytes from 192.168.42.65: icmp_seq=180 ttl=62 time=0.671 ms
64 bytes from 192.168.42.65: icmp_seq=181 ttl=62 time=0.314 ms
64 bytes from 192.168.42.65: icmp_seq=182 ttl=62 time=0.688 ms
64 bytes from 192.168.42.65: icmp_seq=183 ttl=62 time=0.546 ms
64 bytes from 192.168.42.65: icmp_seq=184 ttl=62 time=0.414 ms
64 bytes from 192.168.42.65: icmp_seq=185 ttl=62 time=0.391 ms
64 bytes from 192.168.42.65: icmp_seq=186 ttl=62 time=0.273 ms
64 bytes from 192.168.42.65: icmp_seq=187 ttl=62 time=0.577 ms
64 bytes from 192.168.42.65: icmp_seq=188 ttl=62 time=0.329 ms
64 bytes from 192.168.42.65: icmp_seq=189 ttl=62 time=0.560 ms
64 bytes from 192.168.42.65: icmp_seq=190 ttl=62 time=0.437 ms
64 bytes from 192.168.42.65: icmp_seq=191 ttl=62 time=0.564 ms
64 bytes from 192.168.42.65: icmp_seq=192 ttl=62 time=1.27 ms
64 bytes from 192.168.42.65: icmp_seq=193 ttl=62 time=0.277 ms
64 bytes from 192.168.42.65: icmp_seq=194 ttl=62 time=0.377 ms
64 bytes from 192.168.42.65: icmp_seq=195 ttl=62 time=0.557 ms
64 bytes from 192.168.42.65: icmp_seq=196 ttl=62 time=0.202 ms
64 bytes from 192.168.42.65: icmp_seq=197 ttl=62 time=1.24 ms
64 bytes from 192.168.42.65: icmp_seq=198 ttl=62 time=0.631 ms
64 bytes from 192.168.42.65: icmp_seq=199 ttl=62 time=0.709 ms
64 bytes from 192.168.42.65: icmp_seq=200 ttl=62 time=0.695 ms
64 bytes from 192.168.42.65: icmp_seq=201 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=202 ttl=62 time=0.520 ms
64 bytes from 192.168.42.65: icmp_seq=203 ttl=62 time=0.584 ms
64 bytes from 192.168.42.65: icmp_seq=204 ttl=62 time=0.393 ms
64 bytes from 192.168.42.65: icmp_seq=205 ttl=62 time=0.675 ms
64 bytes from 192.168.42.65: icmp_seq=206 ttl=62 time=0.296 ms
64 bytes from 192.168.42.65: icmp_seq=207 ttl=62 time=0.575 ms
64 bytes from 192.168.42.65: icmp_seq=208 ttl=62 time=0.284 ms
64 bytes from 192.168.42.65: icmp_seq=209 ttl=62 time=0.845 ms
64 bytes from 192.168.42.65: icmp_seq=210 ttl=62 time=0.268 ms
64 bytes from 192.168.42.65: icmp_seq=211 ttl=62 time=0.422 ms
64 bytes from 192.168.42.65: icmp_seq=212 ttl=62 time=0.309 ms
64 bytes from 192.168.42.65: icmp_seq=213 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=214 ttl=62 time=0.722 ms
64 bytes from 192.168.42.65: icmp_seq=215 ttl=62 time=0.394 ms
64 bytes from 192.168.42.65: icmp_seq=216 ttl=62 time=0.373 ms
64 bytes from 192.168.42.65: icmp_seq=217 ttl=62 time=0.644 ms
64 bytes from 192.168.42.65: icmp_seq=218 ttl=62 time=0.352 ms
64 bytes from 192.168.42.65: icmp_seq=219 ttl=62 time=0.264 ms
64 bytes from 192.168.42.65: icmp_seq=220 ttl=62 time=0.629 ms
64 bytes from 192.168.42.65: icmp_seq=221 ttl=62 time=0.653 ms
64 bytes from 192.168.42.65: icmp_seq=222 ttl=62 time=0.221 ms
64 bytes from 192.168.42.65: icmp_seq=223 ttl=62 time=0.712 ms
64 bytes from 192.168.42.65: icmp_seq=224 ttl=62 time=0.591 ms
64 bytes from 192.168.42.65: icmp_seq=225 ttl=62 time=0.423 ms
64 bytes from 192.168.42.65: icmp_seq=226 ttl=62 time=0.246 ms
64 bytes from 192.168.42.65: icmp_seq=227 ttl=62 time=0.500 ms
64 bytes from 192.168.42.65: icmp_seq=228 ttl=62 time=0.449 ms
64 bytes from 192.168.42.65: icmp_seq=229 ttl=62 time=0.501 ms
64 bytes from 192.168.42.65: icmp_seq=230 ttl=62 time=0.694 ms
64 bytes from 192.168.42.65: icmp_seq=231 ttl=62 time=0.531 ms
64 bytes from 192.168.42.65: icmp_seq=232 ttl=62 time=0.294 ms
64 bytes from 192.168.42.65: icmp_seq=233 ttl=62 time=0.323 ms
64 bytes from 192.168.42.65: icmp_seq=234 ttl=62 time=0.568 ms
64 bytes from 192.168.42.65: icmp_seq=235 ttl=62 time=0.251 ms
64 bytes from 192.168.42.65: icmp_seq=236 ttl=62 time=0.531 ms
64 bytes from 192.168.42.65: icmp_seq=237 ttl=62 time=0.550 ms
64 bytes from 192.168.42.65: icmp_seq=238 ttl=62 time=0.603 ms
64 bytes from 192.168.42.65: icmp_seq=239 ttl=62 time=0.537 ms
64 bytes from 192.168.42.65: icmp_seq=240 ttl=62 time=0.283 ms
64 bytes from 192.168.42.65: icmp_seq=241 ttl=62 time=0.636 ms
64 bytes from 192.168.42.65: icmp_seq=242 ttl=62 time=0.253 ms
64 bytes from 192.168.42.65: icmp_seq=243 ttl=62 time=0.481 ms
64 bytes from 192.168.42.65: icmp_seq=244 ttl=62 time=1.79 ms
64 bytes from 192.168.42.65: icmp_seq=245 ttl=62 time=0.573 ms
64 bytes from 192.168.42.65: icmp_seq=246 ttl=62 time=0.510 ms
64 bytes from 192.168.42.65: icmp_seq=247 ttl=62 time=0.240 ms
64 bytes from 192.168.42.65: icmp_seq=248 ttl=62 time=0.631 ms
64 bytes from 192.168.42.65: icmp_seq=249 ttl=62 time=0.525 ms
64 bytes from 192.168.42.65: icmp_seq=250 ttl=62 time=0.547 ms
64 bytes from 192.168.42.65: icmp_seq=251 ttl=62 time=0.291 ms
64 bytes from 192.168.42.65: icmp_seq=252 ttl=62 time=0.568 ms
64 bytes from 192.168.42.65: icmp_seq=253 ttl=62 time=0.407 ms
64 bytes from 192.168.42.65: icmp_seq=254 ttl=62 time=0.416 ms
64 bytes from 192.168.42.65: icmp_seq=255 ttl=62 time=0.653 ms
64 bytes from 192.168.42.65: icmp_seq=256 ttl=62 time=0.607 ms
64 bytes from 192.168.42.65: icmp_seq=257 ttl=62 time=0.504 ms
64 bytes from 192.168.42.65: icmp_seq=258 ttl=62 time=0.632 ms
64 bytes from 192.168.42.65: icmp_seq=259 ttl=62 time=0.448 ms
64 bytes from 192.168.42.65: icmp_seq=260 ttl=62 time=0.214 ms
64 bytes from 192.168.42.65: icmp_seq=261 ttl=62 time=0.402 ms
64 bytes from 192.168.42.65: icmp_seq=262 ttl=62 time=0.596 ms
64 bytes from 192.168.42.65: icmp_seq=263 ttl=62 time=0.318 ms
64 bytes from 192.168.42.65: icmp_seq=264 ttl=62 time=0.200 ms
64 bytes from 192.168.42.65: icmp_seq=265 ttl=62 time=0.424 ms
64 bytes from 192.168.42.65: icmp_seq=266 ttl=62 time=0.557 ms
64 bytes from 192.168.42.65: icmp_seq=267 ttl=62 time=0.521 ms
64 bytes from 192.168.42.65: icmp_seq=268 ttl=62 time=0.243 ms
64 bytes from 192.168.42.65: icmp_seq=269 ttl=62 time=0.603 ms
64 bytes from 192.168.42.65: icmp_seq=270 ttl=62 time=0.681 ms
64 bytes from 192.168.42.65: icmp_seq=271 ttl=62 time=0.422 ms
64 bytes from 192.168.42.65: icmp_seq=272 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=273 ttl=62 time=0.638 ms
64 bytes from 192.168.42.65: icmp_seq=274 ttl=62 time=0.524 ms
64 bytes from 192.168.42.65: icmp_seq=275 ttl=62 time=0.659 ms
64 bytes from 192.168.42.65: icmp_seq=276 ttl=62 time=0.363 ms
64 bytes from 192.168.42.65: icmp_seq=277 ttl=62 time=0.283 ms
64 bytes from 192.168.42.65: icmp_seq=278 ttl=62 time=0.640 ms
64 bytes from 192.168.42.65: icmp_seq=279 ttl=62 time=0.609 ms
64 bytes from 192.168.42.65: icmp_seq=280 ttl=62 time=0.384 ms
64 bytes from 192.168.42.65: icmp_seq=281 ttl=62 time=0.544 ms
64 bytes from 192.168.42.65: icmp_seq=282 ttl=62 time=0.253 ms
64 bytes from 192.168.42.65: icmp_seq=283 ttl=62 time=0.400 ms
64 bytes from 192.168.42.65: icmp_seq=284 ttl=62 time=0.303 ms
64 bytes from 192.168.42.65: icmp_seq=285 ttl=62 time=0.960 ms
64 bytes from 192.168.42.65: icmp_seq=286 ttl=62 time=0.394 ms
64 bytes from 192.168.42.65: icmp_seq=287 ttl=62 time=0.464 ms
64 bytes from 192.168.42.65: icmp_seq=288 ttl=62 time=0.501 ms
64 bytes from 192.168.42.65: icmp_seq=289 ttl=62 time=0.551 ms
64 bytes from 192.168.42.65: icmp_seq=290 ttl=62 time=0.376 ms
64 bytes from 192.168.42.65: icmp_seq=291 ttl=62 time=0.366 ms
64 bytes from 192.168.42.65: icmp_seq=292 ttl=62 time=0.429 ms
64 bytes from 192.168.42.65: icmp_seq=293 ttl=62 time=0.391 ms
64 bytes from 192.168.42.65: icmp_seq=294 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=295 ttl=62 time=0.662 ms
64 bytes from 192.168.42.65: icmp_seq=296 ttl=62 time=0.274 ms
64 bytes from 192.168.42.65: icmp_seq=297 ttl=62 time=0.376 ms
64 bytes from 192.168.42.65: icmp_seq=298 ttl=62 time=0.595 ms
64 bytes from 192.168.42.65: icmp_seq=299 ttl=62 time=0.260 ms
64 bytes from 192.168.42.65: icmp_seq=300 ttl=62 time=0.260 ms
