"status","ctime","rtime","uptime","memoria","cpu","tacc","tkb"
1,41:56,43:05,10731,1.2%,0.0%,970962,822753
1,41:58,43:05,10733,1.2%,0.0%,970966,822757
1,42:00,43:05,10735,1.2%,0.5%,970969,822760
1,42:02,43:05,10737,1.2%,0.0%,970973,822763
1,42:04,43:05,10738,1.2%,0.3%,970976,822766
1,42:06,43:05,10740,1.2%,0.0%,970980,822770
1,42:07,43:05,10742,1.2%,0.5%,970983,822773
1,42:09,43:05,10744,1.2%,0.0%,970987,822777
1,42:11,43:05,10746,1.2%,0.0%,970990,822780
1,42:13,43:05,10748,1.2%,0.5%,970994,822783
1,42:15,43:05,10750,1.2%,0.0%,970997,822787
1,42:17,43:05,10751,1.2%,0.0%,971001,822790
1,42:18,43:05,10753,1.2%,0.0%,971004,822793
1,42:20,43:05,10755,1.2%,1.0%,971008,822797
1,42:22,43:05,10757,1.2%,0.0%,971011,822800
1,42:24,43:05,10759,1.2%,0.0%,971015,822804
1,42:26,43:05,10761,1.2%,0.0%,971018,822807
1,42:28,43:05,10762,1.2%,0.0%,971022,822810
1,42:29,43:05,10764,1.2%,0.0%,971026,822814
1,42:31,43:05,10766,1.2%,0.5%,971029,822817
1,42:33,43:05,10768,1.2%,0.0%,971033,822821
1,42:35,43:05,10770,1.2%,0.0%,971036,822824
1,42:37,43:05,10771,1.2%,0.0%,971040,822827
1,42:39,43:05,10773,1.2%,0.0%,971043,822831
1,42:41,43:05,10775,1.2%,0.0%,971047,822834
1,42:42,43:05,10777,1.2%,0.5%,971050,822837
1,42:44,43:05,10779,1.2%,0.0%,971054,822841
1,42:46,43:05,10781,1.2%,0.0%,971057,822844
1,42:48,43:05,10783,1.2%,0.0%,971061,822848
1,42:50,43:05,10784,1.2%,0.4%,971064,822851
1,42:52,43:05,10786,1.2%,0.0%,971068,822854
1,42:53,43:05,10788,1.2%,0.0%,971071,822857
1,42:55,43:05,10790,1.2%,0.0%,971075,822861
1,42:57,43:05,10792,1.2%,0.0%,971078,822864
1,42:59,43:05,10794,1.2%,0.0%,971082,822868
1,43:01,43:05,10796,1.2%,0.0%,971085,822871
1,43:03,43:05,10797,1.2%,0.0%,971089,822875
1,43:04,43:05,10799,1.2%,0.0%,971092,822878
1,43:06,43:05,10801,1.2%,0.5%,971096,822881
1,43:08,43:05,10803,1.2%,0.0%,971100,822885
1,43:10,43:05,10805,1.2%,0.0%,971103,822888
1,43:12,43:05,10807,1.2%,0.0%,971107,822892
1,43:14,43:05,10809,1.2%,0.0%,971110,822895
1,43:16,43:05,10810,1.2%,0.0%,971114,822898
1,43:18,43:05,10812,1.2%,0.0%,971117,822901
1,43:20,43:05,10814,1.2%,0.0%,971121,822905
1,43:21,43:05,10816,1.2%,0.0%,971124,822908
1,43:23,43:05,10818,1.2%,0.0%,971128,822912
1,43:25,43:05,10820,1.2%,0.5%,971132,822915
1,43:27,43:05,10822,1.2%,0.0%,971135,822918
1,43:29,43:05,10823,1.2%,0.0%,971140,822923
1,43:31,43:05,10825,1.2%,0.5%,971143,822926
1,43:32,43:05,10827,1.2%,0.0%,971147,822930
1,43:34,43:05,10829,1.2%,0.0%,971150,822933
1,43:36,43:05,10831,1.2%,0.5%,971153,822935
1,43:38,43:05,10833,1.2%,0.5%,971156,822938
1,43:40,43:05,10834,1.2%,0.0%,971160,822942
1,43:41,43:05,10836,1.2%,0.5%,971163,822945
1,43:43,43:05,10838,1.2%,0.0%,971167,822949
1,43:45,43:05,10840,1.2%,0.5%,971170,822952
1,43:47,43:05,10842,1.2%,0.5%,971174,822955
1,43:49,43:05,10843,1.2%,0.0%,971177,822959
1,43:51,43:05,10845,1.2%,0.0%,971181,822962
1,43:52,43:05,10847,1.2%,0.5%,971184,822965
1,43:54,43:05,10849,1.2%,0.0%,971188,822969
1,43:56,43:05,10851,1.2%,0.3%,971191,822972
1,43:58,43:05,10853,1.2%,0.0%,971195,822976
1,44:00,43:05,10855,1.2%,0.5%,971199,822979
1,44:02,43:05,10856,1.2%,0.0%,971202,822982
1,44:04,43:05,10858,1.2%,0.0%,971206,822986
1,44:05,43:05,10860,1.2%,0.0%,971209,822989
1,44:07,43:05,10862,1.2%,0.0%,971213,822993
1,44:09,43:05,10864,1.2%,0.0%,971216,822996
1,44:11,43:05,10866,1.2%,0.0%,971220,822999
1,44:13,43:05,10868,1.2%,0.0%,971223,823002
1,44:15,43:05,10869,1.2%,0.5%,971227,823006
1,44:16,43:05,10871,1.2%,0.5%,971230,823009
1,44:18,43:05,10873,1.2%,0.5%,971234,823013
1,44:20,43:05,10875,1.2%,0.5%,971238,823017
1,44:22,43:05,10877,1.2%,0.0%,971242,823021
1,44:24,43:05,10879,1.2%,0.0%,971245,823024
1,44:26,43:05,10880,1.2%,0.0%,971249,823027
1,44:28,43:05,10882,1.2%,1.0%,971252,823031
1,44:29,43:05,10884,1.2%,0.0%,971256,823034
1,44:31,43:05,10886,1.2%,0.0%,971259,823037
1,44:33,43:05,10888,1.2%,0.5%,971263,823041
1,44:35,43:05,10890,1.2%,0.0%,971267,823045
1,44:37,43:05,10892,1.2%,0.0%,971270,823048
1,44:39,43:05,10894,1.2%,0.0%,971274,823051
1,44:41,43:05,10895,1.2%,0.0%,971277,823054
1,44:43,43:05,10897,1.2%,0.5%,971281,823058
1,44:44,43:05,10899,1.2%,0.0%,971284,823061
1,44:46,43:05,10901,1.2%,0.0%,971288,823065
1,44:48,43:05,10903,1.2%,0.0%,971292,823068
1,44:50,43:05,10905,1.2%,0.0%,971295,823071
1,44:52,43:05,10907,1.2%,0.0%,971299,823075
1,44:54,43:05,10909,1.2%,0.0%,971302,823078
1,44:56,43:05,10911,1.2%,0.0%,971306,823082
1,44:58,43:05,10912,1.2%,0.0%,971309,823085
1,44:59,43:05,10914,1.2%,0.0%,971313,823089
1,45:01,43:05,10916,1.2%,0.0%,971316,823092
1,45:03,43:05,10918,1.2%,0.5%,971320,823095
1,45:05,43:05,10920,1.2%,1.0%,971323,823098
1,45:07,43:05,10921,1.2%,0.0%,971327,823102
1,45:09,43:05,10923,1.2%,0.0%,971330,823105
1,45:10,43:05,10925,1.2%,0.0%,971334,823109
1,45:12,43:05,10927,1.2%,0.0%,971337,823112
1,45:14,43:05,10929,1.2%,0.0%,971341,823115
1,45:16,43:05,10931,1.2%,0.0%,971345,823119
1,45:18,43:05,10932,1.2%,0.0%,971348,823122
1,45:20,43:05,10934,1.2%,0.5%,971352,823126
1,45:21,43:05,10936,1.2%,0.5%,971355,823129
1,45:23,43:05,10938,1.2%,0.0%,971359,823133
1,45:25,43:05,10940,1.2%,0.5%,971362,823136
1,45:27,43:05,10942,1.2%,0.0%,971366,823139
1,45:29,43:05,10944,1.2%,0.0%,971369,823142
1,45:31,43:05,10945,1.2%,0.0%,971373,823146
1,45:32,43:05,10947,1.2%,0.0%,971375,823148
