 
PING 192.168.42.65 (192.168.42.65) 56(84) bytes of data.
64 bytes from 192.168.42.65: icmp_seq=58 ttl=62 time=0.308 ms
64 bytes from 192.168.42.65: icmp_seq=59 ttl=62 time=0.312 ms
64 bytes from 192.168.42.65: icmp_seq=60 ttl=62 time=0.314 ms
64 bytes from 192.168.42.65: icmp_seq=61 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=62 ttl=62 time=0.351 ms
64 bytes from 192.168.42.65: icmp_seq=63 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=64 ttl=62 time=0.313 ms
64 bytes from 192.168.42.65: icmp_seq=65 ttl=62 time=0.337 ms
64 bytes from 192.168.42.65: icmp_seq=66 ttl=62 time=0.303 ms
64 bytes from 192.168.42.65: icmp_seq=67 ttl=62 time=0.314 ms
64 bytes from 192.168.42.65: icmp_seq=68 ttl=62 time=0.375 ms
64 bytes from 192.168.42.65: icmp_seq=69 ttl=62 time=0.323 ms
64 bytes from 192.168.42.65: icmp_seq=70 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=71 ttl=62 time=0.370 ms
64 bytes from 192.168.42.65: icmp_seq=72 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=73 ttl=62 time=0.340 ms
64 bytes from 192.168.42.65: icmp_seq=74 ttl=62 time=0.322 ms
64 bytes from 192.168.42.65: icmp_seq=75 ttl=62 time=0.554 ms
64 bytes from 192.168.42.65: icmp_seq=76 ttl=62 time=0.325 ms
64 bytes from 192.168.42.65: icmp_seq=77 ttl=62 time=0.350 ms
64 bytes from 192.168.42.65: icmp_seq=78 ttl=62 time=0.313 ms
64 bytes from 192.168.42.65: icmp_seq=79 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=80 ttl=62 time=0.307 ms
64 bytes from 192.168.42.65: icmp_seq=81 ttl=62 time=0.638 ms
64 bytes from 192.168.42.65: icmp_seq=82 ttl=62 time=0.422 ms
64 bytes from 192.168.42.65: icmp_seq=83 ttl=62 time=0.358 ms
64 bytes from 192.168.42.65: icmp_seq=84 ttl=62 time=0.352 ms
64 bytes from 192.168.42.65: icmp_seq=85 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=86 ttl=62 time=0.358 ms
64 bytes from 192.168.42.65: icmp_seq=87 ttl=62 time=0.356 ms
64 bytes from 192.168.42.65: icmp_seq=88 ttl=62 time=0.325 ms
64 bytes from 192.168.42.65: icmp_seq=89 ttl=62 time=0.313 ms
64 bytes from 192.168.42.65: icmp_seq=90 ttl=62 time=0.310 ms
64 bytes from 192.168.42.65: icmp_seq=91 ttl=62 time=0.357 ms
64 bytes from 192.168.42.65: icmp_seq=92 ttl=62 time=0.344 ms
64 bytes from 192.168.42.65: icmp_seq=93 ttl=62 time=0.373 ms
64 bytes from 192.168.42.65: icmp_seq=94 ttl=62 time=0.312 ms
64 bytes from 192.168.42.65: icmp_seq=95 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=96 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=97 ttl=62 time=0.332 ms
64 bytes from 192.168.42.65: icmp_seq=98 ttl=62 time=0.576 ms
64 bytes from 192.168.42.65: icmp_seq=99 ttl=62 time=0.330 ms
64 bytes from 192.168.42.65: icmp_seq=100 ttl=62 time=0.398 ms
64 bytes from 192.168.42.65: icmp_seq=101 ttl=62 time=0.435 ms
64 bytes from 192.168.42.65: icmp_seq=102 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=103 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=104 ttl=62 time=0.337 ms
64 bytes from 192.168.42.65: icmp_seq=105 ttl=62 time=0.330 ms
64 bytes from 192.168.42.65: icmp_seq=106 ttl=62 time=0.326 ms
64 bytes from 192.168.42.65: icmp_seq=107 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=108 ttl=62 time=0.403 ms
64 bytes from 192.168.42.65: icmp_seq=109 ttl=62 time=0.410 ms
64 bytes from 192.168.42.65: icmp_seq=110 ttl=62 time=0.418 ms
64 bytes from 192.168.42.65: icmp_seq=111 ttl=62 time=0.443 ms
64 bytes from 192.168.42.65: icmp_seq=112 ttl=62 time=0.413 ms
64 bytes from 192.168.42.65: icmp_seq=113 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=114 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=115 ttl=62 time=0.310 ms
64 bytes from 192.168.42.65: icmp_seq=116 ttl=62 time=0.596 ms
64 bytes from 192.168.42.65: icmp_seq=117 ttl=62 time=0.622 ms
64 bytes from 192.168.42.65: icmp_seq=118 ttl=62 time=0.636 ms
64 bytes from 192.168.42.65: icmp_seq=119 ttl=62 time=0.315 ms
64 bytes from 192.168.42.65: icmp_seq=120 ttl=62 time=0.374 ms
64 bytes from 192.168.42.65: icmp_seq=121 ttl=62 time=0.388 ms
64 bytes from 192.168.42.65: icmp_seq=122 ttl=62 time=0.323 ms
64 bytes from 192.168.42.65: icmp_seq=123 ttl=62 time=0.591 ms
64 bytes from 192.168.42.65: icmp_seq=124 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=125 ttl=62 time=0.329 ms
64 bytes from 192.168.42.65: icmp_seq=126 ttl=62 time=0.342 ms
64 bytes from 192.168.42.65: icmp_seq=127 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=128 ttl=62 time=0.325 ms
64 bytes from 192.168.42.65: icmp_seq=129 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=130 ttl=62 time=0.662 ms
64 bytes from 192.168.42.65: icmp_seq=131 ttl=62 time=0.331 ms
64 bytes from 192.168.42.65: icmp_seq=132 ttl=62 time=0.357 ms
64 bytes from 192.168.42.65: icmp_seq=133 ttl=62 time=0.320 ms
64 bytes from 192.168.42.65: icmp_seq=134 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=135 ttl=62 time=0.325 ms
64 bytes from 192.168.42.65: icmp_seq=136 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=137 ttl=62 time=0.586 ms
64 bytes from 192.168.42.65: icmp_seq=138 ttl=62 time=0.326 ms
64 bytes from 192.168.42.65: icmp_seq=139 ttl=62 time=0.370 ms
64 bytes from 192.168.42.65: icmp_seq=140 ttl=62 time=0.369 ms
64 bytes from 192.168.42.65: icmp_seq=141 ttl=62 time=0.341 ms
64 bytes from 192.168.42.65: icmp_seq=142 ttl=62 time=0.334 ms
64 bytes from 192.168.42.65: icmp_seq=143 ttl=62 time=0.316 ms
64 bytes from 192.168.42.65: icmp_seq=144 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=145 ttl=62 time=0.315 ms
64 bytes from 192.168.42.65: icmp_seq=146 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=147 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=148 ttl=62 time=0.337 ms
64 bytes from 192.168.42.65: icmp_seq=149 ttl=62 time=0.351 ms
64 bytes from 192.168.42.65: icmp_seq=150 ttl=62 time=0.349 ms
64 bytes from 192.168.42.65: icmp_seq=151 ttl=62 time=0.322 ms
64 bytes from 192.168.42.65: icmp_seq=152 ttl=62 time=0.313 ms
64 bytes from 192.168.42.65: icmp_seq=153 ttl=62 time=0.350 ms
64 bytes from 192.168.42.65: icmp_seq=154 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=155 ttl=62 time=0.352 ms
64 bytes from 192.168.42.65: icmp_seq=156 ttl=62 time=0.359 ms
64 bytes from 192.168.42.65: icmp_seq=157 ttl=62 time=0.331 ms
64 bytes from 192.168.42.65: icmp_seq=158 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=159 ttl=62 time=0.350 ms
64 bytes from 192.168.42.65: icmp_seq=160 ttl=62 time=0.350 ms
64 bytes from 192.168.42.65: icmp_seq=161 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=162 ttl=62 time=0.361 ms
64 bytes from 192.168.42.65: icmp_seq=163 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=164 ttl=62 time=0.314 ms
64 bytes from 192.168.42.65: icmp_seq=165 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=166 ttl=62 time=0.314 ms
64 bytes from 192.168.42.65: icmp_seq=167 ttl=62 time=0.349 ms
64 bytes from 192.168.42.65: icmp_seq=168 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=169 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=170 ttl=62 time=0.618 ms
64 bytes from 192.168.42.65: icmp_seq=171 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=172 ttl=62 time=0.340 ms
64 bytes from 192.168.42.65: icmp_seq=173 ttl=62 time=0.574 ms
64 bytes from 192.168.42.65: icmp_seq=174 ttl=62 time=0.345 ms
64 bytes from 192.168.42.65: icmp_seq=175 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=176 ttl=62 time=0.341 ms
64 bytes from 192.168.42.65: icmp_seq=177 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=178 ttl=62 time=0.310 ms
64 bytes from 192.168.42.65: icmp_seq=179 ttl=62 time=0.356 ms
64 bytes from 192.168.42.65: icmp_seq=180 ttl=62 time=0.342 ms
64 bytes from 192.168.42.65: icmp_seq=181 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=182 ttl=62 time=0.337 ms
64 bytes from 192.168.42.65: icmp_seq=183 ttl=62 time=0.591 ms
64 bytes from 192.168.42.65: icmp_seq=184 ttl=62 time=0.358 ms
64 bytes from 192.168.42.65: icmp_seq=185 ttl=62 time=0.349 ms
64 bytes from 192.168.42.65: icmp_seq=186 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=187 ttl=62 time=0.354 ms
64 bytes from 192.168.42.65: icmp_seq=188 ttl=62 time=0.330 ms
64 bytes from 192.168.42.65: icmp_seq=189 ttl=62 time=0.347 ms
64 bytes from 192.168.42.65: icmp_seq=190 ttl=62 time=0.359 ms
64 bytes from 192.168.42.65: icmp_seq=191 ttl=62 time=0.619 ms
64 bytes from 192.168.42.65: icmp_seq=192 ttl=62 time=0.396 ms
64 bytes from 192.168.42.65: icmp_seq=193 ttl=62 time=0.564 ms
64 bytes from 192.168.42.65: icmp_seq=194 ttl=62 time=0.332 ms
64 bytes from 192.168.42.65: icmp_seq=195 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=196 ttl=62 time=0.446 ms
64 bytes from 192.168.42.65: icmp_seq=197 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=198 ttl=62 time=0.344 ms
64 bytes from 192.168.42.65: icmp_seq=199 ttl=62 time=0.337 ms
64 bytes from 192.168.42.65: icmp_seq=200 ttl=62 time=0.326 ms
64 bytes from 192.168.42.65: icmp_seq=201 ttl=62 time=0.352 ms
64 bytes from 192.168.42.65: icmp_seq=202 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=203 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=204 ttl=62 time=0.310 ms
64 bytes from 192.168.42.65: icmp_seq=205 ttl=62 time=0.330 ms
64 bytes from 192.168.42.65: icmp_seq=206 ttl=62 time=0.311 ms
64 bytes from 192.168.42.65: icmp_seq=207 ttl=62 time=0.346 ms
64 bytes from 192.168.42.65: icmp_seq=208 ttl=62 time=0.681 ms
64 bytes from 192.168.42.65: icmp_seq=209 ttl=62 time=0.357 ms
64 bytes from 192.168.42.65: icmp_seq=210 ttl=62 time=0.445 ms
64 bytes from 192.168.42.65: icmp_seq=211 ttl=62 time=0.396 ms
64 bytes from 192.168.42.65: icmp_seq=212 ttl=62 time=0.515 ms
64 bytes from 192.168.42.65: icmp_seq=213 ttl=62 time=0.326 ms
64 bytes from 192.168.42.65: icmp_seq=214 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=215 ttl=62 time=0.327 ms
64 bytes from 192.168.42.65: icmp_seq=216 ttl=62 time=0.315 ms
64 bytes from 192.168.42.65: icmp_seq=217 ttl=62 time=0.323 ms
64 bytes from 192.168.42.65: icmp_seq=218 ttl=62 time=0.342 ms
64 bytes from 192.168.42.65: icmp_seq=219 ttl=62 time=0.395 ms
64 bytes from 192.168.42.65: icmp_seq=220 ttl=62 time=0.404 ms
64 bytes from 192.168.42.65: icmp_seq=221 ttl=62 time=0.352 ms
64 bytes from 192.168.42.65: icmp_seq=222 ttl=62 time=0.331 ms
64 bytes from 192.168.42.65: icmp_seq=223 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=224 ttl=62 time=0.329 ms
64 bytes from 192.168.42.65: icmp_seq=225 ttl=62 time=0.353 ms
64 bytes from 192.168.42.65: icmp_seq=226 ttl=62 time=0.388 ms
64 bytes from 192.168.42.65: icmp_seq=227 ttl=62 time=0.420 ms
64 bytes from 192.168.42.65: icmp_seq=228 ttl=62 time=0.453 ms
64 bytes from 192.168.42.65: icmp_seq=229 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=230 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=231 ttl=62 time=0.338 ms
64 bytes from 192.168.42.65: icmp_seq=232 ttl=62 time=0.319 ms
64 bytes from 192.168.42.65: icmp_seq=233 ttl=62 time=0.349 ms
64 bytes from 192.168.42.65: icmp_seq=234 ttl=62 time=0.387 ms
64 bytes from 192.168.42.65: icmp_seq=235 ttl=62 time=0.399 ms
64 bytes from 192.168.42.65: icmp_seq=236 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=237 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=238 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=239 ttl=62 time=0.348 ms
64 bytes from 192.168.42.65: icmp_seq=240 ttl=62 time=0.329 ms
64 bytes from 192.168.42.65: icmp_seq=241 ttl=62 time=0.372 ms
64 bytes from 192.168.42.65: icmp_seq=242 ttl=62 time=0.441 ms
64 bytes from 192.168.42.65: icmp_seq=243 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=244 ttl=62 time=0.477 ms
64 bytes from 192.168.42.65: icmp_seq=245 ttl=62 time=0.300 ms
64 bytes from 192.168.42.65: icmp_seq=246 ttl=62 time=0.321 ms
64 bytes from 192.168.42.65: icmp_seq=247 ttl=62 time=0.323 ms
64 bytes from 192.168.42.65: icmp_seq=248 ttl=62 time=0.330 ms
64 bytes from 192.168.42.65: icmp_seq=249 ttl=62 time=0.453 ms
64 bytes from 192.168.42.65: icmp_seq=250 ttl=62 time=0.326 ms
64 bytes from 192.168.42.65: icmp_seq=251 ttl=62 time=0.346 ms
64 bytes from 192.168.42.65: icmp_seq=252 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=253 ttl=62 time=0.317 ms
64 bytes from 192.168.42.65: icmp_seq=254 ttl=62 time=0.331 ms
64 bytes from 192.168.42.65: icmp_seq=255 ttl=62 time=0.329 ms
64 bytes from 192.168.42.65: icmp_seq=256 ttl=62 time=0.337 ms
64 bytes from 192.168.42.65: icmp_seq=257 ttl=62 time=0.340 ms
64 bytes from 192.168.42.65: icmp_seq=258 ttl=62 time=0.367 ms
64 bytes from 192.168.42.65: icmp_seq=259 ttl=62 time=0.406 ms
64 bytes from 192.168.42.65: icmp_seq=260 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=261 ttl=62 time=0.394 ms
64 bytes from 192.168.42.65: icmp_seq=262 ttl=62 time=0.391 ms
64 bytes from 192.168.42.65: icmp_seq=263 ttl=62 time=0.336 ms
64 bytes from 192.168.42.65: icmp_seq=264 ttl=62 time=0.328 ms
64 bytes from 192.168.42.65: icmp_seq=265 ttl=62 time=0.738 ms
64 bytes from 192.168.42.65: icmp_seq=266 ttl=62 time=0.382 ms
64 bytes from 192.168.42.65: icmp_seq=267 ttl=62 time=0.360 ms
64 bytes from 192.168.42.65: icmp_seq=268 ttl=62 time=0.315 ms
64 bytes from 192.168.42.65: icmp_seq=269 ttl=62 time=0.330 ms
64 bytes from 192.168.42.65: icmp_seq=270 ttl=62 time=0.315 ms
64 bytes from 192.168.42.65: icmp_seq=271 ttl=62 time=0.333 ms
64 bytes from 192.168.42.65: icmp_seq=272 ttl=62 time=0.320 ms
64 bytes from 192.168.42.65: icmp_seq=273 ttl=62 time=0.324 ms
64 bytes from 192.168.42.65: icmp_seq=274 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=275 ttl=62 time=0.730 ms
64 bytes from 192.168.42.65: icmp_seq=276 ttl=62 time=0.312 ms
64 bytes from 192.168.42.65: icmp_seq=277 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=278 ttl=62 time=0.439 ms
64 bytes from 192.168.42.65: icmp_seq=279 ttl=62 time=0.674 ms
64 bytes from 192.168.42.65: icmp_seq=280 ttl=62 time=0.586 ms
64 bytes from 192.168.42.65: icmp_seq=281 ttl=62 time=0.419 ms
64 bytes from 192.168.42.65: icmp_seq=282 ttl=62 time=0.357 ms
64 bytes from 192.168.42.65: icmp_seq=283 ttl=62 time=0.359 ms
64 bytes from 192.168.42.65: icmp_seq=284 ttl=62 time=0.332 ms
64 bytes from 192.168.42.65: icmp_seq=285 ttl=62 time=0.343 ms
64 bytes from 192.168.42.65: icmp_seq=286 ttl=62 time=0.317 ms
64 bytes from 192.168.42.65: icmp_seq=287 ttl=62 time=0.466 ms
64 bytes from 192.168.42.65: icmp_seq=288 ttl=62 time=0.403 ms
64 bytes from 192.168.42.65: icmp_seq=289 ttl=62 time=0.335 ms
64 bytes from 192.168.42.65: icmp_seq=290 ttl=62 time=0.343 ms
64 bytes from 192.168.42.65: icmp_seq=291 ttl=62 time=0.354 ms
64 bytes from 192.168.42.65: icmp_seq=292 ttl=62 time=0.330 ms
64 bytes from 192.168.42.65: icmp_seq=293 ttl=62 time=0.302 ms
64 bytes from 192.168.42.65: icmp_seq=294 ttl=62 time=0.319 ms
64 bytes from 192.168.42.65: icmp_seq=295 ttl=62 time=0.655 ms
64 bytes from 192.168.42.65: icmp_seq=296 ttl=62 time=0.550 ms
64 bytes from 192.168.42.65: icmp_seq=297 ttl=62 time=0.546 ms
64 bytes from 192.168.42.65: icmp_seq=298 ttl=62 time=0.511 ms
64 bytes from 192.168.42.65: icmp_seq=299 ttl=62 time=0.527 ms
64 bytes from 192.168.42.65: icmp_seq=300 ttl=62 time=0.519 ms
64 bytes from 192.168.42.65: icmp_seq=301 ttl=62 time=0.517 ms
64 bytes from 192.168.42.65: icmp_seq=302 ttl=62 time=0.487 ms
64 bytes from 192.168.42.65: icmp_seq=303 ttl=62 time=0.412 ms
64 bytes from 192.168.42.65: icmp_seq=304 ttl=62 time=0.528 ms
64 bytes from 192.168.42.65: icmp_seq=305 ttl=62 time=0.515 ms
64 bytes from 192.168.42.65: icmp_seq=306 ttl=62 time=0.633 ms
64 bytes from 192.168.42.65: icmp_seq=307 ttl=62 time=0.602 ms
64 bytes from 192.168.42.65: icmp_seq=308 ttl=62 time=0.644 ms
64 bytes from 192.168.42.65: icmp_seq=309 ttl=62 time=0.406 ms
64 bytes from 192.168.42.65: icmp_seq=310 ttl=62 time=0.577 ms
64 bytes from 192.168.42.65: icmp_seq=311 ttl=62 time=0.486 ms
64 bytes from 192.168.42.65: icmp_seq=312 ttl=62 time=0.563 ms
64 bytes from 192.168.42.65: icmp_seq=313 ttl=62 time=0.305 ms
64 bytes from 192.168.42.65: icmp_seq=314 ttl=62 time=0.300 ms
